id	delRNA*_in_Cyt	delRNA*_in_RG	delRNA*_difference
Nthl1	0.515288212	-0.403345242	-0.918633454
Aga	0.297710038	-0.623086364	-0.920796402
Gtf2f1	0.155310841	-0.76692576	-0.922236601
Nme2	-0.101947168	-1.028352312	-0.926405144
Tmed9	0.30538896	-0.621039893	-0.926428853
Kars	-0.214611723	-1.141140219	-0.926528496
Atp5g1	-0.073172792	-1.000165461	-0.926992669
Magoh	-0.131712857	-1.060426359	-0.928713502
Amdhd2	0.317566508	-0.611201851	-0.928768359
Sin3b	-0.194692126	-1.124652019	-0.929959893
U2af2	0.162914405	-0.767058417	-0.929972822
Slc3a2	1.389731387	0.459127472	-0.930603915
Prdx2	-0.297592953	-1.229733465	-0.932140512
Mecr	0.181868256	-0.75043285	-0.932301106
Ywhaq	-0.21768216	-1.150539551	-0.932857391
Arsa	0.231603469	-0.702022862	-0.933626331
Eif1ax	-0.197331944	-1.131134938	-0.933802994
Kdm4a	0.509411981	-0.425398827	-0.934810808
Man2c1	0.277533801	-0.657430372	-0.934964173
Ogdh	-0.11446836	-1.051273068	-0.936804708
Pfkm	-0.147522988	-1.084544201	-0.937021213
Fads3	0.02218289	-0.914949087	-0.937131977
Tbrg1	0.13523875	-0.803070084	-0.938308834
Dap3	0.082040305	-0.856636398	-0.938676703
Lin37	0.556112151	-0.383811518	-0.939923669
Ppil2	0.284513805	-0.655495585	-0.94000939
Usp5	0.032607358	-0.910690217	-0.943297575
Pnkd	0.369054834	-0.576224615	-0.945279449
Pir	-0.056017063	-1.00258357	-0.946566507
Ogdhl	0.139310311	-0.808196241	-0.947506552
Dctn3	0.150925361	-0.796933163	-0.947858524
Zfpl1	0.672717495	-0.276016645	-0.94873414
Fbxo24	-0.106073543	-1.055023262	-0.948949719
Snrpa1	0.224301434	-0.724845982	-0.949147416
Osgin1	0.978351488	0.029181013	-0.949170475
Psmd6	-0.081059618	-1.033720761	-0.952661143
Gsdmd	0.373601825	-0.579518016	-0.953119841
Dus3l	0.696652434	-0.257019065	-0.953671499
Cnot10	0.085249019	-0.868806844	-0.954055863
Pigs	-0.230726115	-1.185123687	-0.954397572
Fndc7	-0.257912387	-1.212345615	-0.954433228
Clpp	0.338618294	-0.615825849	-0.954444143
Eif3h	0.022323606	-0.93219527	-0.954518876
Itfg2	1.313332553	0.357850221	-0.955482332
Ano10	-0.040227248	-0.996198869	-0.955971621
Psma2	-0.34441783	-1.302506005	-0.958088175
Kifc5b	0.714644568	-0.24395644	-0.958601008
Kifc1	0.675843654	-0.283441351	-0.959285005
Ndufa11	-0.229540211	-1.188842504	-0.959302293
Naglu	0.497831142	-0.463221812	-0.961052954
Swi5	-0.12264635	-1.08465328	-0.96200693
Sgta	0.062990521	-0.899637108	-0.962627629
Psma5	-0.263593952	-1.227987826	-0.964393874
Khsrp	0.174621678	-0.790193383	-0.964815061
Dcakd	-0.180901038	-1.146489408	-0.96558837
Mcm2	0.146143832	-0.82070272	-0.966846552
Cope	-0.179538742	-1.146641197	-0.967102455
Cers4	0.536219848	-0.433383006	-0.969602854
Ints10	-0.041611721	-1.011587541	-0.96997582
Rasl2-9	0.041389804	-0.929788323	-0.971178127
Hdac6	0.066384139	-0.905133218	-0.971517357
Hdgfrp2	0.271811706	-0.699720221	-0.971531927
9030617O03Rik	0.253056597	-0.718803862	-0.971860459
Tmbim6	-0.26223997	-1.237516611	-0.975276641
Eif3b	-0.022036558	-0.998872954	-0.976836396
Ptbp1	0.170764886	-0.806618519	-0.977383405
Cog8	0.865440959	-0.112046582	-0.977487541
Lta4h	-0.087530834	-1.065909169	-0.978378335
Rbbp7	-0.300518107	-1.279528277	-0.97901017
Dazap1	0.215002039	-0.764750695	-0.979752734
Drg1	0.232053752	-0.748002495	-0.980056247
Cntnap5b	-0.220452895	-1.202051793	-0.981598898
Ctnnbl1	0.044552117	-0.937416072	-0.981968189
Ap3d1	0.435404256	-0.54754663	-0.982950886
Ywhae	-0.560690181	-1.544211131	-0.98352095
Mrpl24	0.148251956	-0.836065067	-0.984317023
Fam3a	0.335835091	-0.648892057	-0.984727148
Uxs1	-0.18270936	-1.168502616	-0.985793256
Edc4	0.275534708	-0.710752119	-0.986286827
Dctn2	0.15290842	-0.83488727	-0.98779569
Tyms	0.165407104	-0.823054066	-0.98846117
Pdpn	0.240488024	-0.748220023	-0.988708047
Sf3b6	-0.236505408	-1.225740966	-0.989235558
Arpc2	-0.134250181	-1.124717116	-0.990466935
Dbnl	0.275880012	-0.714738874	-0.990618886
Gps2	0.295253999	-0.696344306	-0.991598305
Tmem173	0.321070849	-0.67115602	-0.992226869
Laptm4a	0.062593742	-0.929720836	-0.992314578
Cct8	-0.410821422	-1.403341302	-0.99251988
Eif3i	-0.108568753	-1.101623398	-0.993054645
Plod3	0.286132195	-0.708000773	-0.994132968
Dhrs4	0.045282978	-0.949411485	-0.994694463
Eif4a3	0.027214863	-0.967996871	-0.995211734
Mir702	0.315127294	-0.680135454	-0.995262748
Bckdha	-0.119311831	-1.114597275	-0.995285444
Adsl	0.238077966	-0.75883308	-0.996911046
Hk1	-0.129146595	-1.126724022	-0.997577427
Atp6v1f	0.071224217	-0.928279717	-0.999503934
Serpinf1	-0.016854845	-1.018346082	-1.001491237
Txn1	-0.180246768	-1.181750319	-1.001503551
Eef1d	-0.181384056	-1.183116618	-1.001732562
Adh5	-0.104274145	-1.107724609	-1.003450464
Syf2	0.144373665	-0.859913531	-1.004287196
Dvl2	0.67928187	-0.325125889	-1.004407759
Mrpl22	0.048449683	-0.95688018	-1.005329863
Psma1	-0.143253623	-1.149002524	-1.005748901
Nnt	-0.321926047	-1.327743626	-1.005817579
Wdr1	-0.034942754	-1.040971005	-1.006028251
Fdft1	0.717863621	-0.289290519	-1.00715414
Uqcrb	-0.109695772	-1.117155517	-1.007459745
Lppr3	0.211606377	-0.796222337	-1.007828714
Pcna	-0.242749548	-1.250700904	-1.007951356
Apeh	0.324054141	-0.685527087	-1.009581228
Apoa1bp	-0.00845002	-1.018165545	-1.009715525
Anapc7	0.332813361	-0.676967268	-1.009780629
Nrxn1	-0.056341837	-1.066201613	-1.009859776
Mrps17	0.219368608	-0.792568134	-1.011936742
Pmpcb	0.086142277	-0.927451597	-1.013593874
Plcd1	0.290438108	-0.723580619	-1.014018727
Psmc1	-0.24629435	-1.260913717	-1.014619367
Ptrf	0.060662235	-0.955952385	-1.01661462
Acaa1b	0.49773505	-0.520332421	-1.018067471
Pdhb	0.201818613	-0.817278214	-1.019096827
Ppp2r1a	-0.168710229	-1.188108133	-1.019397904
Mvp	0.253070038	-0.766696015	-1.019766053
Pak1ip1	0.209063602	-0.812678735	-1.021742337
Nt5c	0.179072711	-0.842876995	-1.021949706
Ptgis	0.118495604	-0.903534989	-1.022030593
Cct5	-0.1152741	-1.137868984	-1.022594884
Aimp1	0.053343034	-0.969504026	-1.02284706
Naga	0.510572686	-0.512462525	-1.023035211
Prdx4	-0.012550336	-1.036243124	-1.023692788
Sec11a	0.325018532	-0.699295562	-1.024314094
Nup37	0.224021203	-0.801055639	-1.025076842
Ap1b1	0.176466759	-0.84902223	-1.025488989
Selo	0.81073471	-0.215193806	-1.025928516
Tsen34	0.027240435	-1.000251467	-1.027491902
E030024N20Rik	-0.100045572	-1.128230861	-1.028185289
Cdk5rap3	0.456271232	-0.572469663	-1.028740895
Cnga1	-0.307602705	-1.336405356	-1.028802651
Gm29811	-0.235471856	-1.264329762	-1.028857906
Ppie	0.421720299	-0.607247956	-1.028968255
1700007G11Rik	0.05810908	-0.971192597	-1.029301677
Capns1	-0.125277019	-1.155323047	-1.030046028
Tm2d3	-0.068973526	-1.099181962	-1.030208436
Qsox1	0.206042035	-0.825541712	-1.031583747
Spp1	-0.464760439	-1.496885591	-1.032125152
Fam216a	0.385769171	-0.646993654	-1.032762825
4930405D11Rik	-0.186765488	-1.2202712	-1.033505712
Wls	-0.130946836	-1.16508449	-1.034137654
Kdelr1	0.000992221	-1.033431373	-1.034423594
Ppp2r5d	0.069234135	-0.965870704	-1.035104839
Ilf2	-0.050483699	-1.0873216	-1.036837901
Arhgdia	-0.208069794	-1.245551026	-1.037481232
Hsd17b10	-0.240757856	-1.280575638	-1.039817782
Psap	0.019385289	-1.020465205	-1.039850494
Serpinh1	0.406002577	-0.634479583	-1.04048216
Mir8094	-0.085690334	-1.126757039	-1.041066705
Dscc1	0.295759527	-0.746157327	-1.041916854
Mir703	0.04754757	-0.994708945	-1.042256515
Mrpl47	0.248933621	-0.793464691	-1.042398312
Fcrla	-0.122724997	-1.165910456	-1.043185459
Lrrc69	-0.162722506	-1.207449702	-1.044727196
Rfc3	0.433601067	-0.611455098	-1.045056165
Tmbim1	0.490570179	-0.554715417	-1.045285596
Bcat1	0.228136613	-0.817688024	-1.045824637
Ncoa7	-0.093859882	-1.140297859	-1.046437977
Srpr	0.014632025	-1.033390005	-1.04802203
Hnrnpk	-0.216965147	-1.265110104	-1.048144957
Nit2	-0.047391051	-1.095555058	-1.048164007
Trap1	0.001297256	-1.050143603	-1.051440859
Lrrc47	0.425220393	-0.627558782	-1.052779175
Rad23b	0.159965262	-0.893855268	-1.05382053
Cct4	-0.050971443	-1.104884687	-1.053913244
Cog4	0.422977145	-0.633065807	-1.056042952
Actb	-0.171775182	-1.229847169	-1.058071987
Arf3	-0.01619828	-1.074980615	-1.058782335
Gtpbp1	0.271434379	-0.787933914	-1.059368293
Ndufv1	0.015789444	-1.045963299	-1.061752743
Mpst	0.092962859	-0.968853809	-1.061816668
Aldh7a1	-0.126950449	-1.189530617	-1.062580168
Hmces	0.623119749	-0.43995462	-1.063074369
Ddx1	-0.244652048	-1.307915221	-1.063263173
Abcf2	-0.023511627	-1.087033316	-1.063521689
Gnas	-0.228190489	-1.291980646	-1.063790157
Tmem214	0.783295754	-0.281164502	-1.064460256
Mvb12a	0.049696827	-1.016745067	-1.066441894
Nat10	0.298284332	-0.768474108	-1.06675844
Pomt1	0.637190648	-0.430278839	-1.067469487
Ccdc30	-0.154805231	-1.22241035	-1.067605119
Idh3g	-0.094030583	-1.161682006	-1.067651423
Bckdhb	-0.134360196	-1.202701226	-1.06834103
Sec13	0.089202183	-0.979793944	-1.068996127
Nob1	0.532321817	-0.537326349	-1.069648166
Esd	-0.183491302	-1.255255543	-1.071764241
Prdx6b	-0.341104048	-1.414376677	-1.073272629
Blmh	0.24163353	-0.832136042	-1.073769572
Gm8994	0.080954809	-0.992875979	-1.073830788
Psmd2	-0.10607189	-1.179998381	-1.073926491
Ndufb6	0.082566927	-0.991933134	-1.074500061
Stmn1	-0.223829593	-1.299656239	-1.075826646
Mrps18c	0.257259505	-0.819216624	-1.076476129
Bbs9	-0.143295177	-1.219837226	-1.076542049
Thoc6	0.282000222	-0.794756828	-1.07675705
Ska1	0.211195443	-0.865695208	-1.076890651
Rbm42	0.281803762	-0.796590431	-1.078394193
Atp5l	-0.040130171	-1.119992849	-1.079862678
Snrpa	0.325559705	-0.755501456	-1.081061161
Tmem147	-0.168857952	-1.250217014	-1.081359062
Cct3	-0.196239142	-1.279494987	-1.083255845
Tmem39b	-0.039911994	-1.123674774	-1.08376278
Ppib	0.177913089	-0.908005047	-1.085918136
Srsf7	0.723269417	-0.363207129	-1.086476546
Tcp11	0.028555827	-1.058115661	-1.086671488
Tyms-ps	0.04288071	-1.044853887	-1.087734597
Hsd17b4	-0.131763495	-1.220132919	-1.088369424
Ndufa10	0.044362824	-1.045628193	-1.089991017
Vps52	0.357340818	-0.732981839	-1.090322657
Prkra	0.148661331	-0.942101433	-1.090762764
Trafd1	0.587671451	-0.504570715	-1.092242166
Smim1	0.426326032	-0.668901658	-1.09522769
Slc7a11	-0.075622432	-1.174295623	-1.098673191
Tubgcp2	0.494893549	-0.604890026	-1.099783575
Cryz	0.127621226	-0.972894339	-1.100515565
Tacc3	0.064545232	-1.036095116	-1.100640348
Tulp2	-0.001350545	-1.102156566	-1.100806021
Pcbp1	0.252601269	-0.84822234	-1.100823609
Nucb1	-0.001036196	-1.103859853	-1.102823657
Rnpep	0.204589328	-0.898783084	-1.103372412
Gss	0.080640572	-1.023381106	-1.104021678
Tmem63a	0.523899218	-0.582671678	-1.106570896
Sars2	0.630873327	-0.475712373	-1.1065857
Atxn10	-0.089407837	-1.201657972	-1.112250135
Rbbp4	0.015996459	-1.098331736	-1.114328195
Prkcsh	0.158697554	-0.956615772	-1.115313326
Pa2g4	-0.254719908	-1.370328651	-1.115608743
Cs	-0.004321097	-1.121039395	-1.116718298
Cops4	0.169668932	-0.94894871	-1.118617642
Snx22	0.146260825	-0.974542864	-1.120803689
Snd1	0.067157543	-1.054113641	-1.121271184
Alk	-0.013114679	-1.134511631	-1.121396952
Anapc2	0.116279708	-1.0054953	-1.121775008
Abhd4	-0.122838981	-1.247754559	-1.124915578
Psme1	-0.141937196	-1.267902942	-1.125965746
Eif2s1	0.000484837	-1.128965574	-1.129450411
Tuba1a	-0.111199046	-1.240787366	-1.12958832
Coq3	0.113504629	-1.016733902	-1.130238531
Snap47	0.131343812	-1.000493454	-1.131837266
Plin3	0.172233752	-0.961475984	-1.133709736
Actl6a	0.372181942	-0.763327468	-1.13550941
Psmg1	0.1415612	-0.994077281	-1.135638481
Idh3b	0.115822995	-1.021621984	-1.137444979
Ganab	0.081170728	-1.056478956	-1.137649684
Supt5	0.263913733	-0.873765038	-1.137678771
Parl	0.450597945	-0.687245257	-1.137843202
Snrnp70	0.364342943	-0.774782476	-1.139125419
Stk33	0.278544269	-0.860650126	-1.139194395
Grm8	0.065424613	-1.074350336	-1.139774949
Uba1	-0.080318382	-1.220382841	-1.140064459
Psma7	-0.03746404	-1.177709316	-1.140245276
Tspan6	-0.01066987	-1.151093441	-1.140423571
Mpi	0.336996377	-0.805935509	-1.142931886
Ptgr1	-0.295114223	-1.438763285	-1.143649062
Pcdh9	-0.128988302	-1.272945244	-1.143956942
Psmc4	0.066302348	-1.078060189	-1.144362537
Gm3558	-0.151548627	-1.29940287	-1.147854243
Agpat4	0.951102228	-0.19699206	-1.148094288
Cdk1	-0.135039742	-1.283731092	-1.14869135
Atpif1	-0.022223129	-1.174498264	-1.152275135
Qtrt1	0.881525328	-0.271214022	-1.15273935
Atp1a1	0.06929003	-1.086089847	-1.155379877
Psmc2	-0.112177965	-1.26771098	-1.155533015
Lancl1	0.114440462	-1.041957077	-1.156397539
Gm2897	-0.09191169	-1.248552823	-1.156641133
Nudt22	0.696973679	-0.460369664	-1.157343343
Cap1	-0.24472581	-1.403415515	-1.158689705
Nono	-0.079920997	-1.239858513	-1.159937516
Smu1	0.141166863	-1.019453135	-1.160619998
Idh2	0.097018933	-1.06564799	-1.162666923
Cnn3	-0.091190414	-1.254159547	-1.162969133
Anxa2	-0.051597175	-1.215431565	-1.16383439
Tmbim4	0.060677625	-1.104508484	-1.165186109
Dlst	0.203041492	-0.962281286	-1.165322778
Ddb1	-0.026240211	-1.19253441	-1.166294199
Tmed3	0.120813609	-1.046677181	-1.16749079
Cndp2	-0.028667464	-1.196728144	-1.16806068
Smpd2	0.693836406	-0.477698977	-1.171535383
Fam50a	-0.091995268	-1.263722614	-1.171727346
Eif2b3	0.31890622	-0.858040566	-1.176946786
Bsg	-0.020638518	-1.197669507	-1.177030989
Raly	0.079260171	-1.097823254	-1.177083425
Mrpl21	0.207272556	-0.971232158	-1.178504714
Rhoa	-0.085374119	-1.268754856	-1.183380737
Ngfrap1	0.084153441	-1.099522062	-1.183675503
Pkm	0.044080557	-1.142189805	-1.186270362
Mipep	0.160025751	-1.026982473	-1.187008224
Apobec3	0.339184271	-0.848363757	-1.187548028
Pacs1	0.033978864	-1.153802854	-1.187781718
Gm19782	0.013818359	-1.176997603	-1.190815962
Eif3m	-0.031295933	-1.226951483	-1.19565555
Eftud2	0.088008612	-1.108713655	-1.196722267
Ppic	0.057398243	-1.14050255	-1.197900793
LOC100861615	-0.116759996	-1.314845659	-1.198085663
Gm3500	-0.130946762	-1.331810814	-1.200864052
Cfl1	-0.217850477	-1.4241231	-1.206272623
Pnkp	0.739490422	-0.466797697	-1.206288119
Hacd2	-0.025041629	-1.231598253	-1.206556624
Drg2	0.196342119	-1.01154195	-1.207884069
Ddx19a	0.177001057	-1.031413502	-1.208414559
Suclg1	0.001622246	-1.208421142	-1.210043388
4930503E24Rik	-0.09288602	-1.305293167	-1.212407147
Slc50a1	0.418022923	-0.795086379	-1.213109302
Prpf19	0.056105712	-1.157885935	-1.213991647
Tuba1b	-0.145896852	-1.362797795	-1.216900943
Tuba1c	-0.136364758	-1.354072866	-1.217708108
H3f3a	-0.437228255	-1.657567782	-1.220339527
Gm6682	-0.125978685	-1.347540625	-1.22156194
Itga9	0.518771139	-0.703759428	-1.222530567
Sec61a1	0.130984324	-1.092919222	-1.223903546
Vim	0.053258671	-1.171963623	-1.225222294
Ociad1	0.192281297	-1.034037626	-1.226318923
Atp5a1	0.009442121	-1.217724597	-1.227166718
Cdc20	0.126357715	-1.101158552	-1.227516267
Ctsd	-0.070314604	-1.298074352	-1.227759748
Tubb4b	-0.155478855	-1.383409774	-1.227930919
Elac2	0.400012654	-0.830057712	-1.230070366
Gaa	0.297747474	-0.932755232	-1.230502706
Lgmn	0.060644135	-1.169977463	-1.230621598
Abcb4	-0.136036338	-1.367263891	-1.231227553
Ddrgk1	0.353611094	-0.878865898	-1.232476992
Eif3l	-0.153185395	-1.389607148	-1.236421753
Ndn	-0.161787879	-1.398377285	-1.236589406
Eif3g	0.118477226	-1.119430775	-1.237908001
Pld3	0.255958868	-0.98343286	-1.239391728
Nup43	0.190083749	-1.050727768	-1.240811517
Shisa5	-0.008265273	-1.253724386	-1.245459113
Zfp804b	-0.12610358	-1.372919775	-1.246816195
Thoc5	0.136421794	-1.110795188	-1.247216982
Kdelr2	-0.035478914	-1.2832563	-1.247777386
Mrpl35	0.065639746	-1.182733701	-1.248373447
Got2	-0.180469305	-1.43071027	-1.250240965
Bub3	0.035831985	-1.217831445	-1.25366343
Ppa1	0.066801777	-1.187469767	-1.254271544
Gm12657	-0.436359272	-1.690713604	-1.254354332
Kcnq5	-0.001231014	-1.259246447	-1.258015433
Gm12669	0.011686172	-1.249002411	-1.260688583
Serpina3g	0.328853389	-0.9326689	-1.261522289
Nsfl1c	0.122065435	-1.141783265	-1.2638487
Eif2b4	0.430495408	-0.835657519	-1.266152927
Gpr108	0.390421007	-0.875793004	-1.266214011
Fh1	-0.126148732	-1.394900755	-1.268752023
Lrrc59	0.272593291	-0.997388563	-1.269981854
Cct7	-0.009929955	-1.282154563	-1.272224608
Coq6	0.422500494	-0.850779969	-1.273280463
Psmc3	-0.04334475	-1.320589272	-1.277244522
Xab2	0.582940953	-0.697498279	-1.280439232
Glrx3	0.01272936	-1.269806858	-1.282536218
Farsa	0.590564043	-0.694853891	-1.285417934
Hnrnpl	0.240635307	-1.047339639	-1.287974946
Stt3a	0.014779799	-1.275028657	-1.289808456
Hgs	0.418938249	-0.873172683	-1.292110932
Fads2	0.186625228	-1.106560735	-1.293185963
Ebp	0.25276731	-1.045521227	-1.298288537
Man2b2	0.229938008	-1.068884027	-1.298822035
Mgat4d	-0.247557051	-1.550693562	-1.303136511
Decr1	0.047168619	-1.256797905	-1.303966524
Acss2	0.193329894	-1.113156279	-1.306486173
Ruvbl1	-0.038889085	-1.345378718	-1.306489633
Nprl2	0.638222986	-0.671662108	-1.309885094
Rpn2	0.055214023	-1.254884918	-1.310098941
Atp5b	0.089643976	-1.22062992	-1.310273896
Pcolce	-0.030580761	-1.343923997	-1.313343236
P4hb	0.274069906	-1.039394075	-1.313463981
Haus7	0.036618831	-1.27720304	-1.313821871
Ap1m1	0.058962794	-1.256537439	-1.315500233
Mcm7	0.217596537	-1.102133858	-1.319730395
Hsp90ab1	-0.132381043	-1.453184323	-1.32080328
4921515E04Rik	0.162646866	-1.158864303	-1.321511169
Ctsb	-0.059693497	-1.387188742	-1.327495245
Puf60	0.271864049	-1.055764787	-1.327628836
Ccdc114	0.297774755	-1.030694939	-1.328469694
Zfp708	-0.107810851	-1.436822155	-1.329011304
Rnf25	1.184344846	-0.148276676	-1.332621522
Aldh9a1	0.14042483	-1.202126355	-1.342551185
Aaas	0.179480163	-1.163424881	-1.342905044
Eif3d	0.313461437	-1.032855574	-1.346317011
Psmb6	-0.025905294	-1.373800165	-1.347894871
Gnptg	0.267304558	-1.084667581	-1.351972139
Slc25a5	-0.064181315	-1.417848453	-1.353667138
Ostn	-0.007670688	-1.362702171	-1.355031483
Gm13498	-0.090975249	-1.449152819	-1.35817757
Nqo1	-0.261887546	-1.622741286	-1.36085374
Rpa1	0.031264815	-1.329840091	-1.361104906
Atp8b1	0.347842363	-1.018024037	-1.3658664
Ddost	0.134105984	-1.236056842	-1.370162826
Psmc5	0.00046427	-1.372567807	-1.373032077
Csnk2b	-0.072485794	-1.447730674	-1.37524488
Rabac1	0.081458216	-1.294156063	-1.375614279
Plrg1	0.232840866	-1.155595062	-1.388435928
Uqcrc2	-0.096393521	-1.48638923	-1.389995709
Maged1	0.208115257	-1.183570425	-1.391685682
Clptm1	0.296318591	-1.101928947	-1.398247538
Ergic3	0.054421611	-1.343997005	-1.398418616
Tubb5	0.017401993	-1.381120726	-1.398522719
Aldh2	0.011785145	-1.38719087	-1.398976015
Hspa8	0.028252912	-1.370746807	-1.398999719
Cdc37	-0.014396484	-1.424073923	-1.409677439
Aldoart1	-0.062418118	-1.479680041	-1.417261923
Sqrdl	-0.120542385	-1.542167128	-1.421624743
Gga2	0.251935728	-1.185148401	-1.437084129
Pgm2	0.028752614	-1.408910512	-1.437663126
Psma4	-0.028204587	-1.466021605	-1.437817018
Bcap31	-0.152210802	-1.591169042	-1.43895824
Ldhb	0.005067129	-1.446582674	-1.451649803
Psma6	0.085681733	-1.368371972	-1.454053705
1700016L04Rik	0.024985237	-1.430335835	-1.455321072
Gm1821	0.236390646	-1.237818024	-1.47420867
Ubb	0.242757667	-1.238506992	-1.481264659
Fbl	-0.112500367	-1.595330504	-1.482830137
Ssrp1	-0.034902317	-1.518096684	-1.483194367
Rpn1	0.478994233	-1.034471403	-1.513465636
Arhgef3	0.08440085	-1.429408602	-1.513809452
Eno1b	-0.083405992	-1.605447284	-1.522041292
G630055G22Rik	-0.087226319	-1.611981097	-1.524754778
Eno1	-0.097496413	-1.630496724	-1.533000311
Aco2	0.255004201	-1.281350725	-1.536354926
Lap3	-0.098265371	-1.654574211	-1.55630884
Sdha	-0.024191117	-1.607548352	-1.583357235
Gfpt2	0.146608131	-1.442738262	-1.589346393
Vdac3	0.047988608	-1.541987593	-1.589976201
Os9	0.30103356	-1.293824417	-1.594857977
Ccdc3	0.084122737	-1.513145888	-1.597268625
Tecr	-0.017848259	-1.616457716	-1.598609457
Smarcb1	0.397286948	-1.209529975	-1.606816923
Fkbp4	-0.157937638	-1.790046265	-1.632108627
Tkt	0.164830015	-1.484593262	-1.649423277
Aldoart2	-0.003464988	-1.65360791	-1.650142922
Nrbp1	0.348463578	-1.310466541	-1.658930119
Acsf2	-0.009834941	-1.70149987	-1.691664929
