lncRNA_ID	Brain	ES	Fibroblasts	Foreskin	HEK293	HeLa	Myeloma	PC3	RPE-1	U2OS	Spec	RAI	RAI*(1-Spec)	RAI*Spec	TS	lncRNA_Class
ENST00000507929.2_1_RP11-267L5.1-001	N	A2	N	N	N	N	N	A0	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000624718.2_1_CH17-335B8.4-002	N	N	N	N	N	A0	N	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000520786.3_1_C8ORF31-007	A0	N	N	N	N	A0	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000531363.1_1_BBOX1-AS1-003	N	A2	N	N	A1	N	N	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000584686.1_1_SNHG15-005	N	N	N	A0	N	N	N	A2	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000415386.2_1_RP5-875O13.1-001	N	A0	N	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000424460.1_1_AC007128.1-001	N	N	N	N	A1	N	N	N	N	A0	0.89	1	0.11	0.89	-1.5	other
ENST00000412298.5_1_TMEM254-AS1-001	A0	N	N	N	N	N	N	A1	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000565138.5_1_CTD-2323K18.1-001	N	N	N	N	A2	N	A2	N	N	N	0.89	1	0.11	0.89	1	other
ENST00000488315.5_1_ATP6V0E2-AS1-002	A2	N	N	A1	N	N	N	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000587125.1_1_TBC1D3P1-DHX40P1-001	N	N	N	N	A3	N	N	N	N	A2	0.89	1	0.11	0.89	1.5	other
ENST00000434872.1_1_RP11-452F19.3-011	N	N	N	N	A0	A0	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000474795.5_1_PTPRG-AS1-001	N	N	N	A0	A1	N	N	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000626258.2_1_LINC01378-006	N	A0	N	N	N	N	N	A0	N	N	0.89	1	0.11	0.89	-2	other
ENST00000563172.1_1_CTD-2354A18.1-001	N	A2	N	N	N	N	N	A3	N	N	0.89	1	0.11	0.89	1.5	other
ENST00000514702.1_1_HOXC-AS3-001	N	N	A0	N	N	A1	N	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000449737.5_1_UNC5B-AS1-002	N	N	A0	N	N	N	N	N	N	A2	0.89	1	0.11	0.89	-0.5	other
ENST00000590796.1_1_CTB-171A8.1-003	N	N	N	N	N	N	A0	N	A0	N	0.89	1	0.11	0.89	-2	other
ENST00000615128.1_1_AC131056.3-001	N	N	A0	N	N	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000555032.1_1_RP11-1070N10.5-001	N	N	N	N	N	A2	N	N	N	A1	0.89	1	0.11	0.89	0	other
ENST00000609896.1_1_LL0XNC01-116E7.2-002	N	N	N	A0	A0	N	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000543515.6_1_RP11-392P7.6-004	N	N	N	N	N	A2	N	N	N	A1	0.89	1	0.11	0.89	0	other
ENST00000460164.1_1_RP11-731F5.2-002	A2	N	N	N	N	N	A2	N	N	N	0.89	1	0.11	0.89	1	other
ENST00000413452.1_1_DGUOK-AS1-003	N	N	N	N	N	A1	A0	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000586345.5_1_CTD-3162L10.1-004	A0	N	N	N	N	N	N	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000412092.2_RP11-417J8.3-005	N	N	N	N	N	N	A2	N	N	A0	0.89	1	0.11	0.89	-0.5	other
ENST00000596091.1_RP4-565E6.1-007	A2	A0	N	N	N	N	N	N	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000585797.4_1_ZNF561-AS1-002	A1	N	A1	N	N	N	N	N	N	N	0.89	1	0.11	0.89	-1	other
ENST00000420776.1_1_RP11-442N24__B.1-001	N	N	N	A0	A0	N	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000508847.1_1_RP11-610P16.1-001	N	A0	N	N	N	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000521523.5_1_RP11-267L5.1-005	N	A3	N	N	N	N	N	A1	N	N	0.89	1	0.11	0.89	0.5	other
ENST00000437064.1_1_MFI2-AS1-003	A0	N	N	N	N	N	N	N	A0	N	0.89	1	0.11	0.89	-2	other
ENST00000445745.5_1_PAX8-AS1-005	N	N	A0	N	N	N	N	N	A0	N	0.89	1	0.11	0.89	-2	other
ENST00000425076.1_1_RP11-342M1.3-002	N	N	N	N	N	N	A0	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000588804.5_2_TTN-AS1-017	N	A0	N	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000498979.6_1_USP2-AS1-001	N	N	N	N	A1	N	N	N	N	A0	0.89	1	0.11	0.89	-1.5	other
ENST00000502161.6_1_BDNF-AS-005	A2	N	A0	N	N	N	N	N	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000585356.5_1_LINC00665-002	A3	A3	N	N	N	N	N	N	N	N	0.89	1	0.11	0.89	2	other
ENST00000520838.1_1_AC034243.1-001	N	N	N	N	N	N	A0	A0	N	N	0.89	1	0.11	0.89	-2	other
ENST00000425358.2_1_HOTAIRM1-004	N	N	N	N	A3	A0	N	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000424774.1_1_RP11-276H7.2-001	N	N	N	N	N	A0	N	A1	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000514532.2_1_GDNF-AS1-003	A1	N	N	N	N	N	A0	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000529961.1_1_RP11-290F24.3-001	N	N	N	N	A0	N	N	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000612203.4_1_MAGI2-AS3-025	N	N	A0	N	N	N	N	N	A0	N	0.89	1	0.11	0.89	-2	other
ENST00000548203.1_1_RP11-44N21.4-001	A0	N	N	N	N	A0	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000449169.1_1_RP5-1074L1.1-001	N	N	N	N	A0	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000522856.1_1_BAALC-AS1-002	N	N	A0	N	N	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000500800.2_1_SMARCA5-AS1-001	N	N	A1	N	N	N	A1	N	N	N	0.89	1	0.11	0.89	-1	other
ENST00000607195.1_1_NR2F1-AS1-014	A2	A0	N	N	N	N	N	N	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000630211.2_1_AF127936.7-007	N	N	N	N	A0	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000542586.2_1_TP53TG1-201	A1	N	N	N	N	N	A3	N	N	N	0.89	1	0.11	0.89	0.5	other
ENST00000418430.1_1_AC105760.2-001	N	N	A0	N	A2	N	N	N	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000436665.2_1_LINC01106-003	N	N	N	N	A1	A2	N	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000422761.1_1_ATP6V1B1-AS1-001	N	N	N	N	A1	N	N	N	N	A1	0.89	1	0.11	0.89	-1	other
ENST00000331096.2_1_LINC01405-001	N	A0	N	N	N	N	N	N	N	A1	0.89	1	0.11	0.89	-1.5	other
ENST00000421648.1_1_EPHA1-AS1-002	N	A3	N	N	N	N	N	N	N	A0	0.89	1	0.11	0.89	0	other
ENST00000632561.1_1_RP11-496N12.9-001	N	A0	N	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000427524.1_1_RP1-117O3.2-001	N	N	N	N	A1	A1	N	N	N	N	0.89	1	0.11	0.89	-1	other
ENST00000576313.1_1_RP11-166P13.3-001	A0	N	N	N	N	N	N	A2	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000532541.5_1_LINC00958-006	N	N	N	N	N	A3	N	N	N	A3	0.89	1	0.11	0.89	2	other
ENST00000553454.1_1_DHRS4-AS1-003	N	N	A0	N	N	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000504531.2_1_CASC9-001	N	N	N	N	A0	N	N	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000623886.1_1_RP11-212I21.3-001	N	N	A0	A1	N	N	N	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000572691.2_1_ZNF213-AS1-011	A0	N	N	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000609413.5_1_SVIL-AS1-013	N	N	N	A2	A2	N	N	N	N	N	0.89	1	0.11	0.89	1	other
ENST00000441444.1_1_AC144525.1-001	N	N	A3	A0	N	N	N	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000577848.1_1_RP11-874J12.4-001	N	N	N	N	N	A1	N	N	N	A3	0.89	1	0.11	0.89	0.5	other
ENST00000601396.1_PCBP1-AS1-049	N	N	N	N	A0	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000415590.6_1_SFTA1P-003	N	N	N	N	N	N	N	N	A1	A3	0.89	1	0.11	0.89	0.5	other
ENST00000500487.2_1_RP11-32B5.7-001	N	N	N	N	N	N	A2	A0	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000432153.5_1_SNHG11-005	A2	N	N	A1	N	N	N	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000618557.1_1_ASB16-AS1-201	N	N	N	N	N	N	A1	A2	N	N	0.89	1	0.11	0.89	0	other
ENST00000512978.1_1_CTD-2023M8.1-001	N	N	N	N	N	A0	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000532597.5_1_RP11-770J1.3-001	A0	N	N	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000412754.1_1_RP11-126L15.4-001	N	N	N	N	N	A0	N	N	A0	N	0.89	1	0.11	0.89	-2	other
ENST00000608395.1_1_MBNL1-AS1-001	N	N	A1	N	N	N	N	A0	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000475371.5_1_PTPRG-AS1-003	N	N	N	A0	A0	N	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000442036.1_1_AC009948.5-004	N	N	N	N	A0	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000512438.5_1_STX18-AS1-002	N	N	N	N	N	A0	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000483481.2_1_LINC01480-002	A1	N	N	N	N	N	A3	N	N	N	0.89	1	0.11	0.89	0.5	other
ENST00000434264.6_1_RP11-206L10.9-017	A1	N	N	N	A2	N	N	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000618848.1_1_AC131056.3-003	A1	N	N	N	N	N	A3	N	N	N	0.89	1	0.11	0.89	0.5	other
ENST00000454729.1_1_LINC01158-005	A3	N	N	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000426594.1_1_TTC28-AS1-020	N	N	N	N	A0	N	N	N	N	A1	0.89	1	0.11	0.89	-1.5	other
ENST00000449714.1_1_AC144449.1-001	N	N	A0	A0	N	N	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000424605.5_1_VLDLR-AS1-003	N	A1	N	N	N	N	N	N	N	A1	0.89	1	0.11	0.89	-1	other
ENST00000606242.1_1_AC006273.5-002	N	N	N	N	N	A1	N	A2	N	N	0.89	1	0.11	0.89	0	other
ENST00000412639.2_1_RP3-510D11.2-001	N	N	A1	N	N	N	N	N	N	A0	0.89	1	0.11	0.89	-1.5	other
ENST00000432193.5_1_TP53TG1-002	N	N	N	N	N	N	N	N	A1	A2	0.89	1	0.11	0.89	0	other
ENST00000561538.1_1_RP11-297M9.1-001	N	A3	N	N	N	N	N	A0	N	N	0.89	1	0.11	0.89	0	other
ENST00000511052.1_1_AC108142.1-007	N	A1	N	N	N	N	N	N	N	A2	0.89	1	0.11	0.89	0	other
ENST00000456352.2_1_TRAF3IP2-AS1-008	A2	N	N	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000558457.5_1_OIP5-AS1-004	N	N	N	N	N	N	A0	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000418383.1_1_SNHG11-001	A1	N	N	N	A1	N	N	N	N	N	0.89	1	0.11	0.89	-1	other
ENST00000514073.1_1_AC226119.5-001	N	A1	N	N	N	N	A0	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000436922.1_1_AC093818.1-004	N	N	N	N	N	N	A3	N	N	A0	0.89	1	0.11	0.89	0	other
ENST00000562656.1_1_RP11-256I9.3-001	N	A1	N	N	N	N	N	A0	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000557749.5_1_LINC00648-002	N	N	N	N	A0	N	N	N	N	A1	0.89	1	0.11	0.89	-1.5	other
ENST00000499430.6_1_STX18-AS1-004	A0	N	N	N	N	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000523427.1_1_PVT1-011	N	N	N	N	N	A1	N	N	N	A1	0.89	1	0.11	0.89	-1	other
ENST00000538804.5_1_PXN-AS1-004	A0	N	N	N	N	A0	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000429816.1_1_AC009478.1-001	A1	N	N	N	N	N	N	N	N	A0	0.89	1	0.11	0.89	-1.5	other
ENST00000433639.1_1_AC069277.2-005	N	N	N	N	N	A1	N	N	N	A2	0.89	1	0.11	0.89	0	other
ENST00000541320.5_1_RP11-669N7.2-004	N	N	N	N	N	N	A0	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000590023.5_1_CTD-2357A8.3-003	N	N	N	N	N	A3	N	N	N	A1	0.89	1	0.11	0.89	0.5	other
ENST00000607927.1_1_XXBAC-B476C20.9-002	N	N	N	N	A1	N	A0	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000547845.5_1_SOCS2-AS1-003	N	N	N	A0	N	N	N	A0	N	N	0.89	1	0.11	0.89	-2	other
ENST00000572007.1_1_RP11-849I19.1-002	A2	A1	N	N	N	N	N	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000567209.2_1_RP11-264B17.4-001	N	N	A0	N	N	A0	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000625218.1_1_EBLN3-002	A2	N	N	N	N	N	N	N	N	A2	0.89	1	0.11	0.89	1	other
ENST00000438689.6_1_FAM66C-007	A1	N	A0	N	N	N	N	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000437322.2_1_USP27X-AS1-001	A1	N	N	A2	N	N	N	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000509144.2_1_ZFPM2-AS1-005	N	N	A0	N	N	N	N	N	N	A2	0.89	1	0.11	0.89	-0.5	other
ENST00000572349.1_1_RP11-63A1.1-001	N	N	N	N	A0	A0	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000503568.1_1_LINC01336-001	N	N	A1	A1	N	N	N	N	N	N	0.89	1	0.11	0.89	-1	other
ENST00000615078.1_1_RP11-961A15.3-001	N	N	N	A0	N	A0	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000533920.1_1_MIR210HG-003	N	N	A1	N	N	N	A3	N	N	N	0.89	1	0.11	0.89	0.5	other
ENST00000610202.2_1_RP11-299H21.1-001	N	N	N	N	A0	N	N	N	N	A1	0.89	1	0.11	0.89	-1.5	other
ENST00000507244.5_1_STX18-AS1-001	A0	N	N	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000529328.1_1_LINC00958-002	N	N	N	N	N	A1	N	N	N	A1	0.89	1	0.11	0.89	-1	other
ENST00000437621.6_1_PSMG3-AS1-001	A2	N	A2	N	N	N	N	N	N	N	0.89	1	0.11	0.89	1	other
ENST00000512874.1_1_RP11-279O9.4-001	N	A0	N	N	N	N	A2	N	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000519248.1_1_RP11-267L5.1-002	N	A2	N	N	N	N	N	A1	N	N	0.89	1	0.11	0.89	0	other
ENST00000441052.1_1_LINC00957-001	A1	F	A1	A0	F	F	A3	A2	N	F	0.11	0.11	0.1	0.01	-0.5	other
ENST00000533220.1_1_AP001258.4-002	F	F	A2	N	F	A1	A0	N	N	A1	0.33	0.14	0.1	0.05	-1.5	other
ENST00000608669.1_1_LINC00963-014	F	F	A0	N	F	A0	A0	F	A0	A0	0.11	0.11	0.1	0.01	-5	other
ENST00000432575.1_1_LINC01067-001	F	F	A1	N	F	A0	A0	A0	F	A1	0.11	0.11	0.1	0.01	-4	other
ENST00000539009.1_1_RP11-277P12.10-001	F	A2	A0	N	F	A0	F	A1	N	N	0.33	0.14	0.1	0.05	-2	other
ENST00000411856.1_1_AC005276.1-001	F	A3	A0	N	A0	F	F	A0	N	N	0.33	0.14	0.1	0.05	-2	other
ENST00000428391.1_1_GS1-174L6.4-001	F	A1	F	F	F	A1	A2	A1	A0	N	0.11	0.11	0.1	0.01	-2	other
ENST00000433265.3_1_TRIM52-AS1-004	F	F	N	A0	A1	F	N	N	A1	A0	0.33	0.14	0.1	0.05	-3	other
ENST00000531076.1_1_RP11-326C3.12-002	F	F	A0	A0	F	N	A0	N	N	A0	0.33	0.14	0.1	0.05	-4	other
ENST00000625079.3_1_CBR3-AS1-021	A0	F	A1	N	F	F	F	A0	A0	A1	0.11	0.11	0.1	0.01	-4	other
ENST00000444482.1_1_RP13-216E22.4-001	A1	F	A0	A0	F	A0	F	A0	N	F	0.11	0.11	0.1	0.01	-4.5	other
ENST00000546852.5_1_RP1-46F2.3-001	F	F	A1	N	F	A1	A0	N	A1	N	0.33	0.14	0.1	0.05	-2.5	other
ENST00000445884.1_1_RP11-84A14.4-001	N	F	A0	N	A0	A0	F	N	A0	F	0.33	0.14	0.1	0.05	-4	other
ENST00000607590.1_1_RP5-1120P11.1-002	A0	A0	A0	F	F	A0	F	F	N	A0	0.11	0.11	0.1	0.01	-5	other
ENST00000504573.1_1_CTB-129O4.1-001	F	F	N	N	A1	A0	N	F	A0	A1	0.33	0.14	0.1	0.05	-3	other
ENST00000441531.1_1_ACVR2B-AS1-001	F	A1	A1	N	F	F	A0	N	N	A1	0.33	0.14	0.1	0.05	-2.5	other
ENST00000589137.5_1_TMEM147-AS1-002	F	F	A1	N	A1	F	A1	F	A0	A0	0.11	0.11	0.1	0.01	-3.5	other
ENST00000423121.1_1_RP11-466F5.8-001	A0	F	A0	N	F	F	F	A2	A0	A0	0.11	0.11	0.1	0.01	-3.5	other
ENST00000504184.3_1_LINC01521-001	A0	A1	A1	N	F	F	F	N	N	A1	0.33	0.14	0.1	0.05	-2.5	other
ENST00000602461.1_1_MIR222HG-002	N	F	A1	F	A1	F	N	A1	A1	N	0.33	0.14	0.1	0.05	-2	other
ENST00000566898.1_1_FAM157C-013	A1	A3	F	N	F	F	F	A0	A0	A0	0.11	0.11	0.1	0.01	-2.5	other
ENST00000424517.3_1_CCDC18-AS1-019	F	F	A0	N	A0	A0	F	A0	A0	F	0.11	0.11	0.1	0.01	-5	other
ENST00000339037.3_1_LINC01116-002	N	F	F	N	A1	A0	F	A1	N	A2	0.33	0.14	0.1	0.05	-1.5	other
ENST00000585863.2_1_CTD-2246P4.1-001	A1	F	F	N	F	A0	F	A0	A1	A0	0.11	0.11	0.1	0.01	-4	other
ENST00000526588.1_1_AP006621.5-003	F	F	A0	F	F	A0	A0	N	A0	A0	0.11	0.11	0.1	0.01	-5	other
ENST00000419695.1_1_RP11-69I8.2-003	F	A2	N	N	F	A0	F	A1	A0	N	0.33	0.14	0.1	0.05	-2	other
ENST00000607542.5_1_LINC00882-006	A0	A0	A0	F	F	A0	F	F	N	A0	0.11	0.11	0.1	0.01	-5	other
ENST00000629211.2_1_MAGI2-AS3-027	A2	F	A0	A0	A0	F	F	F	N	A0	0.11	0.11	0.1	0.01	-3.5	other
ENST00000422207.5_1_GAS5-023	A0	F	A0	F	F	N	A0	F	A0	A1	0.11	0.11	0.1	0.01	-4.5	other
ENST00000568070.1_1_FAM157C-014	F	A1	F	N	A2	A1	F	A0	N	N	0.33	0.14	0.1	0.05	-1.5	other
ENST00000467537.1_1_RP5-894A10.2-001	F	F	A0	A0	A0	N	A1	F	N	N	0.33	0.14	0.1	0.05	-3.5	other
ENST00000587012.1_1_RP11-686D22.8-001	N	A0	A0	A0	N	F	F	N	A0	F	0.33	0.14	0.1	0.05	-4	other
ENST00000603037.1_1_RP3-368A4.5-001	A2	F	A2	A2	F	F	F	A0	N	A0	0.11	0.11	0.1	0.01	-0.5	other
ENST00000418747.2_1_SLC25A25-AS1-001	F	A0	A0	N	F	F	F	A0	A1	A0	0.11	0.11	0.1	0.01	-4.5	other
ENST00000418049.1_1_RP3-339A18.6-001	A0	F	A0	N	F	A0	F	F	A0	A0	0.11	0.11	0.1	0.01	-5	other
ENST00000419745.1_1_RP11-573D15.2-001	A1	F	F	N	F	A1	F	A0	A0	A2	0.11	0.11	0.1	0.01	-2.5	other
ENST00000568025.1_1_RP1-168L15.5-001	F	F	A0	N	A1	A0	F	N	A0	N	0.33	0.14	0.1	0.05	-3.5	other
ENST00000591379.1_1_RP11-118B18.2-001	F	A1	N	N	A0	A1	F	A0	N	F	0.33	0.14	0.1	0.05	-3	other
ENST00000472596.1_1_RP11-496B10.3-001	F	F	F	N	A0	A0	A0	A0	N	N	0.33	0.14	0.1	0.05	-4	other
ENST00000422408.2_1_RP3-508I15.9-003	A1	F	A0	N	F	A0	F	A1	F	A0	0.11	0.11	0.1	0.01	-4	other
ENST00000435452.6_1_POT1-AS1-001	A2	A1	F	F	F	A0	A0	A1	N	F	0.11	0.11	0.1	0.01	-2.5	other
ENST00000438190.1_1_HCG15-001	F	A2	A1	N	A1	F	F	N	N	A2	0.33	0.14	0.1	0.05	0	other
ENST00000588226.5_1_PARD6G-AS1-004	F	F	N	N	A0	A2	F	A1	A2	N	0.33	0.14	0.1	0.05	-0.5	other
ENST00000580150.1_1_RP11-110H1.4-001	A0	F	A0	N	F	F	A1	N	N	A1	0.33	0.14	0.1	0.05	-3	other
ENST00000625310.1_1_GS1-124K5.11-002	F	F	A0	N	F	F	A1	A0	A1	A1	0.11	0.11	0.1	0.01	-3.5	other
ENST00000590399.1_1_CTD-2342J14.6-001	A0	F	A0	F	A0	A1	A0	F	N	F	0.11	0.11	0.1	0.01	-4.5	other
ENST00000510523.1_1_RP11-10K16.1-002	F	F	N	N	A0	F	A0	N	A0	A0	0.33	0.14	0.1	0.05	-4	other
ENST00000604157.1_1_MIR4453-001	F	F	N	A0	A1	F	F	A1	A0	A0	0.11	0.11	0.1	0.01	-4	other
ENST00000524808.1_1_RP11-661A12.12-001	F	A0	A0	N	A1	F	F	N	N	A2	0.33	0.14	0.1	0.05	-2	other
ENST00000588060.1_1_MIR2117HG-001	A1	F	F	N	F	A0	A1	N	N	A2	0.33	0.14	0.1	0.05	-1.5	other
ENST00000429010.1_1_LINC01447-001	N	F	F	N	A0	A0	F	A0	N	A0	0.33	0.14	0.1	0.05	-4	other
ENST00000637324.1_1_AC093375.1-004	F	A0	F	N	A0	A0	F	N	N	A0	0.33	0.14	0.1	0.05	-4	other
ENST00000505636.1_1_RP11-315A17.1-001	N	F	A0	A0	A1	F	F	N	A0	N	0.33	0.14	0.1	0.05	-3.5	other
ENST00000354527.2_1_RP11-57C13.3-001	A0	A1	F	A0	F	A1	F	F	A0	N	0.11	0.11	0.1	0.01	-4	other
ENST00000623234.1_1_SSSCA1-AS1-002	A1	F	F	N	F	A0	A0	N	A1	N	0.33	0.14	0.1	0.05	-3	other
ENST00000436893.1_1_MID1IP1-AS1-001	F	F	A0	A1	A2	N	N	N	F	A0	0.33	0.14	0.1	0.05	-2	other
ENST00000577743.1_1_RP11-401O9.3-001	F	F	A1	N	F	F	A1	A0	A1	A2	0.11	0.11	0.1	0.01	-2	other
ENST00000609407.1_1_RP11-351D16.3-001	A2	F	A0	N	A0	F	F	N	N	A1	0.33	0.14	0.1	0.05	-2	other
ENST00000366441.4_1_ITGA9-AS1-003	A0	F	A1	N	F	A1	F	F	A1	A1	0.11	0.11	0.1	0.01	-3	other
ENST00000497320.2_1_AC093627.9-003	F	F	N	A1	A1	F	N	A0	A0	N	0.33	0.14	0.1	0.05	-3	other
ENST00000450686.1_1_LINC01004-001	F	F	A0	A0	A0	F	A0	N	A2	F	0.11	0.11	0.1	0.01	-3.5	other
ENST00000428411.5_1_SLC16A1-AS1-003	F	F	A0	N	F	A2	F	A0	A1	A1	0.11	0.11	0.1	0.01	-2.5	other
ENST00000414039.1_1_RP11-148B18.4-001	F	F	A0	N	F	A0	F	A0	A1	A1	0.11	0.11	0.1	0.01	-4	other
ENST00000610036.1_1_RP11-332H14.2-001	F	F	N	A0	A1	F	F	A0	A1	A1	0.11	0.11	0.1	0.01	-3.5	other
ENST00000427333.5_1_LINC01273-002	F	F	A1	N	A1	A1	F	A0	A1	F	0.11	0.11	0.1	0.01	-3	other
ENST00000630335.2_1_VIPR1-AS1-032	A0	F	A0	A0	F	F	A0	F	N	A0	0.11	0.11	0.1	0.01	-5	other
ENST00000608684.1_1_RP11-386I14.4-001	F	F	N	A0	A0	A0	F	A0	A0	F	0.11	0.11	0.1	0.01	-5	other
ENST00000625883.1_1_CDR1-AS-001	A1	N	F	F	A0	N	F	A1	A0	N	0.33	0.14	0.1	0.05	-3	other
ENST00000429530.1_1_RP11-59D5__B.2-001	F	F	A0	N	F	N	A0	A3	A0	N	0.33	0.14	0.1	0.05	-2	other
ENST00000570035.5_1_LINC01572-001	N	A1	F	N	F	A0	F	N	A0	A0	0.33	0.14	0.1	0.05	-3.5	other
ENST00000587815.5_1_RP11-203B9.4-005	A0	A0	A0	N	F	F	F	N	N	A0	0.33	0.14	0.1	0.05	-4	other
ENST00000607013.1_1_RP11-345P4.10-001	F	F	A1	A1	A1	F	N	F	A0	A0	0.11	0.11	0.1	0.01	-3.5	other
ENST00000560378.1_1_RP11-30K9.4-001	F	F	F	A0	A1	A0	F	N	A1	A0	0.11	0.11	0.1	0.01	-4	other
ENST00000614138.1_1_CTC-471J1.11-001	F	N	N	A0	A1	A0	F	F	N	A0	0.33	0.14	0.1	0.05	-3.5	other
ENST00000580576.5_1_CDKN2B-AS1-006	F	N	A0	A0	A0	A0	F	N	N	F	0.33	0.14	0.1	0.05	-4	other
ENST00000587898.1_1_AC010761.14-001	F	F	A0	A0	F	A0	F	N	A0	A0	0.11	0.11	0.1	0.01	-5	other
ENST00000450996.1_1_AC010136.2-001	A2	A0	A1	A0	F	N	F	N	N	F	0.33	0.14	0.1	0.05	-2	other
ENST00000586983.1_1_CTC-499B15.6-001	A1	F	A0	N	F	F	A0	F	A0	A0	0.11	0.11	0.1	0.01	-4.5	other
ENST00000533552.2_1_AP000442.4-001	F	F	A0	N	A1	A2	A0	N	N	F	0.33	0.14	0.1	0.05	-2	other
ENST00000566864.1_1_AC137934.1-006	A1	F	A0	N	F	A0	F	A0	N	N	0.33	0.14	0.1	0.05	-3.5	other
ENST00000555435.1_1_RP11-203M5.7-001	F	F	A0	N	F	A1	F	A0	A0	A0	0.11	0.11	0.1	0.01	-4.5	other
ENST00000562232.1_1_RP11-20I23.6-001	A0	F	A0	N	F	F	F	A1	A0	A0	0.11	0.11	0.1	0.01	-4.5	other
ENST00000584023.1_1_AC005154.6-008	F	A0	A0	N	A0	F	F	N	N	A0	0.33	0.14	0.1	0.05	-4	other
ENST00000457253.1_1_XXBAC-BPG308K3.5-001	F	A1	F	N	A0	A0	F	A0	F	A1	0.11	0.11	0.1	0.01	-4	other
ENST00000421762.5_1_RP11-57H12.3-001	N	A0	F	N	F	A0	F	A0	A0	N	0.33	0.14	0.1	0.05	-4	other
ENST00000518662.5_1_RP11-17A4.2-001	N	A1	F	A0	F	A0	F	N	A0	N	0.33	0.14	0.1	0.05	-3.5	other
