lncRNA_ID	Brain	ES	Fibroblasts	Foreskin	HEK293	HeLa	Myeloma	PC3	RPE-1	U2OS	Spec	RAI	RAI*(1-Spec)	RAI*Spec	TS	lncRNA_Class
ENST00000510087.5_1_TMEM161B-AS1-005	A0	N	N	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000580045.1_1_RP11-580I16.2-002	N	N	N	N	A0	N	N	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000436779.1_1_RP11-245P10.4-001	N	N	N	N	A0	N	N	N	N	A1	0.89	1	0.11	0.89	-1.5	other
ENST00000552990.5_1_PCED1B-AS1-007	A0	N	N	N	N	N	A3	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000442417.5_1_AC093818.1-001	N	A1	N	N	N	N	A3	N	N	N	0.89	1	0.11	0.89	0.5	other
ENST00000502253.1_1_CTD-2269F5.1-002	N	N	N	N	N	A0	N	N	N	A1	0.89	1	0.11	0.89	-1.5	other
ENST00000426786.1_RP11-640M9.1-017	A0	N	N	N	N	N	N	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000601567.5_1_CTC-444N24.6-001	A0	N	N	N	N	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000457218.5_1_SNHG11-004	A0	A0	N	N	N	N	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000585917.5_1_CTC-459F4.3-005	N	A0	N	N	N	N	N	N	N	A3	0.89	1	0.11	0.89	0	other
ENST00000522963.5_1_PVT1-008	N	N	N	N	N	A0	N	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000451937.5_1_MIR205HG-003	N	N	N	N	A0	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000544214.5_1_FAM66C-003	A2	N	A1	N	N	N	N	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000534297.2_2_MIR100HG-027	N	N	N	N	N	N	N	A1	A2	N	0.89	1	0.11	0.89	0	other
ENST00000551227.1_1_RP11-148E17.1-001	N	N	N	N	A0	N	N	N	N	A1	0.89	1	0.11	0.89	-1.5	other
ENST00000551503.5_1_RP11-96H19.1-001	N	N	N	N	N	N	A1	A3	N	N	0.89	1	0.11	0.89	0.5	other
ENST00000579174.5_1_AC005154.6-007	N	N	N	N	A0	N	N	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000425510.1_1_RP11-357H14.17-003	N	N	N	N	N	A1	N	N	A1	N	0.89	1	0.11	0.89	-1	other
ENST00000409162.1_1_AC112721.1-001	N	N	N	N	N	N	N	A2	N	A0	0.89	1	0.11	0.89	-0.5	other
ENST00000418192.1_RP6-206I17.1-003	N	N	N	N	N	N	N	A0	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000486651.1_1_C22ORF24-004	N	N	N	N	A0	N	N	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000425595.5_1_HOTAIR-005	N	N	A2	N	N	N	N	N	N	A1	0.89	1	0.11	0.89	0	other
ENST00000436383.1_1_LINC00707-001	N	N	N	N	N	A2	N	N	A2	N	0.89	1	0.11	0.89	1	other
ENST00000529456.1_1_FAM66B-001	A3	N	N	N	N	N	A0	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000560097.1_1_RP11-499F3.2-001	N	A0	N	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000608994.5_1_SVIL-AS1-012	N	N	A1	A0	N	N	N	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000484285.2_1_FAM201A-003	N	N	N	N	N	A2	N	N	A2	N	0.89	1	0.11	0.89	1	other
ENST00000586091.5_1_ZNF667-AS1-004	A2	N	N	N	N	N	N	N	A2	N	0.89	1	0.11	0.89	1	other
ENST00000420199.5_1_SNHG5-010	N	N	A3	N	N	N	N	N	N	A1	0.89	1	0.11	0.89	0.5	other
ENST00000417638.1_1_LURAP1L-AS1-001	N	N	N	N	N	N	N	N	A1	A0	0.89	1	0.11	0.89	-1.5	other
ENST00000434893.1_1_KB-1572G7.2-002	N	A2	N	N	N	A1	N	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000446372.2_1_SFTA1P-001	N	N	N	N	N	N	N	N	A1	A3	0.89	1	0.11	0.89	0.5	other
ENST00000615826.1_1_PICSAR-001	N	N	N	N	N	A3	N	N	N	A3	0.89	1	0.11	0.89	2	other
ENST00000581947.5_1_CTC-297N7.7-001	N	N	A0	N	N	N	N	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000537925.5_1_SNHG1-002	N	N	N	N	N	A1	N	N	A2	N	0.89	1	0.11	0.89	0	other
ENST00000510740.1_1_CTD-2353F22.1-003	N	N	N	N	A0	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000478294.1_1_RP13-463N16.6-001	N	N	N	A0	N	N	N	A2	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000433530.5_1_NUTM2A-AS1-003	N	A3	N	A2	N	N	N	N	N	N	0.89	1	0.11	0.89	1.5	other
ENST00000606292.5_1_TARID-006	N	N	N	N	A1	N	A0	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000612706.1_2_RP11-115D19.1-007	N	A1	N	N	N	N	N	N	N	A1	0.89	1	0.11	0.89	-1	other
ENST00000560197.5_1_RP11-624L4.1-004	N	N	A3	N	N	A3	N	N	N	N	0.89	1	0.11	0.89	2	other
ENST00000505028.5_1_THAP9-AS1-007	N	N	N	A0	N	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000491557.2_1_ZNF503-AS2-001	N	N	N	N	A1	N	N	A1	N	N	0.89	1	0.11	0.89	-1	other
ENST00000396588.6_1_AC097662.2-001	N	N	N	N	A0	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000439325.1_1_AC026202.3-001	N	N	N	N	A0	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000563320.1_1_RP11-309H21.3-001	N	A0	N	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000319426.3_LINC00842-201	N	N	N	N	N	A2	N	N	N	A2	0.89	1	0.11	0.89	1	other
ENST00000447524.1_1_XXYAC-YM21GA2.4-001	N	N	N	N	N	A1	N	N	N	A0	0.89	1	0.11	0.89	-1.5	other
ENST00000417071.1_1_TTTY15-003	N	A2	A1	N	N	N	N	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000454635.6_1_LINC00963-006	N	N	N	N	A0	A2	N	N	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000458653.5_1_ZFAS1-005	A3	N	N	N	N	N	N	N	N	A3	0.89	1	0.11	0.89	2	other
ENST00000508353.5_1_LINC01184-005	N	N	N	A0	N	N	N	A0	N	N	0.89	1	0.11	0.89	-2	other
ENST00000548328.5_1_NOVA1-AS1-004	N	N	N	N	N	N	N	A0	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000618092.2_1_GLIDR-002	A2	N	N	N	N	A1	N	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000616951.1_1_ZNF561-AS1-201	N	N	N	N	N	N	N	A1	N	A0	0.89	1	0.11	0.89	-1.5	other
ENST00000628250.1_1_RP11-109A6.2-007	A1	N	N	N	N	N	N	N	N	A1	0.89	1	0.11	0.89	-1	other
ENST00000430998.6_1_LINC00704-001	N	N	N	N	N	N	N	A3	A1	N	0.89	1	0.11	0.89	0.5	other
ENST00000451485.1_1_RP11-24F11.2-001	A1	A1	N	N	N	N	N	N	N	N	0.89	1	0.11	0.89	-1	other
ENST00000445976.1_1_RP4-660H19.1-001	N	N	N	N	A0	N	N	N	N	A1	0.89	1	0.11	0.89	-1.5	other
ENST00000466893.5_1_PTPRG-AS1-005	N	A1	N	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000430494.1_1_AC007879.7-002	N	N	N	N	N	A1	N	N	N	A2	0.89	1	0.11	0.89	0	other
ENST00000439699.1_1_RGS5-001	N	N	N	N	A1	N	N	N	N	A1	0.89	1	0.11	0.89	-1	other
ENST00000428858.1_1_TTC28-AS1-014	N	N	N	N	A0	N	N	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000557792.1_1_CRNDE-005	N	N	N	N	N	N	A1	N	A1	N	0.89	1	0.11	0.89	-1	other
ENST00000560198.1_1_RP11-1008C21.2-003	N	N	N	A0	N	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000532864.6_2_RP11-472I20.4-001	A1	N	N	N	N	N	A2	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000431060.4_1_RP11-66B24.7-001	N	N	N	N	N	A0	N	A1	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000523497.1_1_CTC-286N12.1-001	N	A3	N	N	N	N	N	A0	N	N	0.89	1	0.11	0.89	0	other
ENST00000415965.5_1_AC002456.2-002	A1	N	N	N	N	N	N	A2	N	N	0.89	1	0.11	0.89	0	other
ENST00000456943.6_1_GMDS-AS1-001	N	N	N	N	A0	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000424068.1_RP11-435B5.4-001	N	N	N	N	A1	N	N	N	N	A2	0.89	1	0.11	0.89	0	other
ENST00000342657.7_1_RP11-78J21.7-002	A3	N	N	N	A1	N	N	N	N	N	0.89	1	0.11	0.89	0.5	other
ENST00000451140.6_1_SP2-AS1-001	A1	N	N	N	N	N	A0	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000565519.1_1_RP11-384L8.1-001	N	N	N	N	A1	N	N	N	N	A1	0.89	1	0.11	0.89	-1	other
ENST00000609182.1_1_RP11-399K21.13-001	N	N	N	N	N	A0	N	A0	N	N	0.89	1	0.11	0.89	-2	other
ENST00000559366.1_1_SNHG21-005	N	N	N	N	A0	N	N	N	A2	N	0.89	1	0.11	0.89	-0.5	other
ENST00000566070.1_1_RP11-426C22.4-001	N	N	A1	N	N	N	N	N	N	A1	0.89	1	0.11	0.89	-1	other
ENST00000540684.5_1_LINC00944-001	N	N	N	N	N	N	A0	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000515513.5_1_LINC01411-003	N	N	N	N	N	N	N	N	A0	A3	0.89	1	0.11	0.89	0	other
ENST00000585487.5_1_TTN-AS1-002	N	N	N	N	A0	A0	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000452401.2_SPPL2B-202	N	N	N	N	N	A2	A2	N	N	N	0.89	1	0.11	0.89	1	other
ENST00000588027.5_1_LINC00662-009	N	N	N	N	A0	N	N	N	N	A2	0.89	1	0.11	0.89	-0.5	other
ENST00000431294.5_1_FOXD3-AS1-004	N	A3	N	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000331787.2_1_TTTY14-005	N	N	A0	A0	N	N	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000447600.1_1_RP4-635E18.6-002	N	N	N	A0	N	A0	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000434572.1_1_AC010148.1-003	N	N	N	N	A0	N	N	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000550680.5_1_RP11-1103G16.1-002	N	N	N	N	A0	N	N	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000545254.1_1_RP11-169D4.2-001	N	A0	N	N	N	A0	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000441214.1_1_LINC01271-001	N	N	N	N	N	A1	N	N	N	A1	0.89	1	0.11	0.89	-1	other
ENST00000412740.6_1_LINC00665-001	A1	A2	N	N	N	N	N	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000602901.5_1_MIR99AHG-015	A1	N	N	N	N	A0	N	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000615722.1_1_RP11-486I11.2-001	N	N	N	N	A1	N	A0	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000421234.5_1_LINC00475-002	N	N	N	N	N	N	N	N	A0	A0	0.89	1	0.11	0.89	-2	other
ENST00000596665.1_PCBP1-AS1-050	N	N	N	N	A0	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000600123.5_1_CTD-2619J13.8-002	N	N	A2	N	A2	N	N	N	N	N	0.89	1	0.11	0.89	1	other
ENST00000499871.2_1_CTD-2201E18.3-002	N	N	N	N	N	A2	A0	N	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000435984.1_1_LINC01291-003	N	N	A2	N	N	N	N	A0	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000588144.2_1_RP11-126O1.5-001	N	N	N	N	N	N	A0	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000400436.6_1_SNHG11-007	A1	N	N	N	A1	N	N	N	N	N	0.89	1	0.11	0.89	-1	other
ENST00000439105.1_1_AC074183.4-001	A2	N	N	N	N	N	N	N	N	A1	0.89	1	0.11	0.89	0	other
ENST00000620859.4_1_LINC01515-018	N	N	N	N	A1	N	N	N	N	A1	0.89	1	0.11	0.89	-1	other
ENST00000571010.4_1_ALOX12-AS1-008	N	N	A0	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000579473.5_1_LRRC75A-AS1-032	N	N	N	N	N	N	N	N	A3	A3	0.89	1	0.11	0.89	2	other
ENST00000587060.1_1_ZNF793-AS1-002	A1	N	N	N	N	N	N	N	N	A2	0.89	1	0.11	0.89	0	other
ENST00000428809.5_1_AP001347.6-001	N	A2	N	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000452322.1_1_LINC00339-002	N	A2	N	A0	N	N	N	N	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000422128.5_1_AC007246.3-005	A1	N	A1	N	N	N	N	N	N	N	0.89	1	0.11	0.89	-1	other
ENST00000420777.1_1_TFAP2A-AS1-002	A1	N	N	N	N	N	A0	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000562902.1_1_RP11-426C22.5-001	N	N	A0	N	N	N	N	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000606706.5_1_LINC00458-005	N	A3	N	N	N	N	N	A0	N	N	0.89	1	0.11	0.89	0	other
ENST00000433232.5_1_LINC01534-001	A1	N	N	N	N	N	A0	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000422230.1_1_AC091729.9-002	A2	N	N	A0	N	N	N	N	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000434363.1_1_RP4-613B23.1-001	A0	N	N	N	N	A0	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000446984.6_1_RP11-88I18.2-002	A2	N	N	A0	N	N	N	N	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000428044.5_1_RP11-390P2.4-002	A1	N	N	N	N	A0	N	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000413042.2_1_AC005082.12-001	N	N	N	A0	N	N	N	A0	N	N	0.89	1	0.11	0.89	-2	other
ENST00000556569.4_1_FLJ22447-001	N	N	N	N	N	A2	N	N	N	A2	0.89	1	0.11	0.89	1	other
ENST00000530430.1_1_BBOX1-AS1-004	N	N	N	N	A0	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000556973.1_1_LINC00239-001	N	N	N	N	N	A1	N	A1	N	N	0.89	1	0.11	0.89	-1	other
ENST00000588290.3_1_AC009005.2-003	N	A0	N	N	N	N	N	N	N	A3	0.89	1	0.11	0.89	0	other
ENST00000578994.5_1_AC005154.6-006	A2	A1	N	N	N	N	N	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000505302.1_1_RP11-53O19.1-003	N	N	N	A0	N	A2	N	N	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000443508.6_1_CCDC144NL-AS1-005	N	A1	N	N	N	N	N	N	N	A1	0.89	1	0.11	0.89	-1	other
ENST00000430859.1_1_AC005083.1-002	N	A1	N	N	N	N	A2	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000504932.2_1_RP11-677M14.3-001	N	N	N	N	A0	N	A1	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000625484.1_1_RP11-379B18.5-020	N	A0	N	N	N	N	N	N	N	A1	0.89	1	0.11	0.89	-1.5	other
ENST00000498616.5_1_LINC01322-003	A1	N	N	N	N	N	N	N	N	A0	0.89	1	0.11	0.89	-1.5	other
ENST00000423992.2_1_FTX-005	N	A0	N	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000622355.1_1_RP5-864K19.7-001	N	N	N	N	A2	N	A3	N	N	N	0.89	1	0.11	0.89	1.5	other
ENST00000371639.7_1_LINC01270-001	N	N	N	N	N	A2	N	N	N	A2	0.89	1	0.11	0.89	1	other
ENST00000518143.1_1_ZFHX4-AS1-001	A1	N	N	N	N	N	N	N	A1	N	0.89	1	0.11	0.89	-1	other
ENST00000586625.5_1_RP11-262H14.3-004	A0	N	N	N	N	N	N	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000330551.3_1_LINC01547-001	N	N	N	N	A2	N	N	A0	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000421498.1_1_KCNMB2-AS1-003	N	A0	N	N	N	N	N	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000505339.1_1_CTD-2066L21.3-001	N	N	N	N	N	N	N	A3	A1	N	0.89	1	0.11	0.89	0.5	other
ENST00000541860.1_1_RP11-59N23.3-001	N	A0	N	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000484411.1_1_ZNF503-AS2-003	N	N	N	N	A1	N	N	A1	N	N	0.89	1	0.11	0.89	-1	other
ENST00000517833.1_1_RP11-273G15.2-003	N	N	A2	A0	N	N	N	N	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000438574.1_LA16C-83F12.6-001	N	N	N	N	A0	N	N	N	N	A3	0.89	1	0.11	0.89	0	other
ENST00000472655.3_1_LINC01152-003	A3	N	N	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000514109.1_1_UBA6-AS1-007	N	N	N	A0	N	N	N	N	N	A1	0.89	1	0.11	0.89	-1.5	other
ENST00000566032.5_1_CTD-2323K18.1-002	N	N	N	N	N	N	N	N	A3	A2	0.89	1	0.11	0.89	1.5	other
ENST00000430772.5_1_FTX-002	N	N	N	N	A1	N	N	N	N	A0	0.89	1	0.11	0.89	-1.5	other
ENST00000510145.1_1_LINC00491-004	N	A3	N	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000626538.1_1_BLACAT1-001	N	A0	N	N	N	N	N	N	N	A1	0.89	1	0.11	0.89	-1.5	other
ENST00000593960.5_1_A1BG-AS1-005	N	N	A0	N	A1	N	N	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000590845.1_1_CTD-3162L10.1-002	A0	N	N	N	N	N	N	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000634877.1_1_LINC01615-003	N	N	A3	A0	N	N	N	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000444126.5_1_HCG18-008	N	N	N	N	A1	A0	N	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000563315.2_2_RP11-327F22.1-001	N	N	N	N	A0	N	A2	N	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000544550.5_1_SNHG1-018	A2	N	N	N	N	N	N	N	N	A2	0.89	1	0.11	0.89	1	other
ENST00000624295.3_1_SNHG5-015	N	A3	N	N	A2	N	N	N	N	N	0.89	1	0.11	0.89	1.5	other
ENST00000534195.1_1_MIR100HG-025	A1	N	A1	N	N	N	N	N	N	N	0.89	1	0.11	0.89	-1	other
ENST00000562995.1_1_AC137932.6-002	N	N	N	N	N	N	N	A2	A1	N	0.89	1	0.11	0.89	0	other
ENST00000437071.5_1_MIATNB-007	N	N	A0	N	N	N	A1	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000606388.5_1_RP11-545I5.3-006	A2	N	N	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000418818.6_1_RP11-399K21.11-002	N	N	N	N	A2	A2	N	N	N	N	0.89	1	0.11	0.89	1	other
ENST00000600686.1_1_A1BG-AS1-007	N	A0	N	N	N	N	N	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000503134.5_1_NR2F1-AS1-002	N	N	A1	N	N	N	N	A1	N	N	0.89	1	0.11	0.89	-1	other
ENST00000590826.3_1_LAMTOR5-AS1-003	N	N	N	N	A0	N	N	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000504718.5_1_THAP9-AS1-011	N	A2	N	N	N	N	N	A0	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000433505.5_1_LINC01356-002	N	A3	N	N	N	N	N	A0	N	N	0.89	1	0.11	0.89	0	other
ENST00000322353.3_1_GCC2-AS1-001	N	N	N	N	N	A0	N	N	A2	N	0.89	1	0.11	0.89	-0.5	other
ENST00000534477.5_1_LINC00958-003	N	N	N	N	N	A2	N	N	N	A1	0.89	1	0.11	0.89	0	other
ENST00000429932.1_1_LL0XNC01-237H1.2-002	N	A0	N	N	A1	N	N	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000535913.2_1_RP11-465L10.10-002	N	A1	N	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000445613.1_1_AC104088.1-001	A1	N	N	N	N	N	N	N	N	A0	0.89	1	0.11	0.89	-1.5	other
ENST00000586949.1_1_RP11-879F14.2-001	N	N	A2	N	N	N	N	N	N	A3	0.89	1	0.11	0.89	1.5	other
ENST00000430357.4_1_GUSBP11-003	A2	N	N	N	N	N	A2	N	N	N	0.89	1	0.11	0.89	1	other
ENST00000538790.1_1_AC156455.1-001	N	A0	N	N	A2	N	N	N	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000588043.3_1_FAM215A-001	N	N	N	N	N	A0	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000440726.1_1_RP11-567G11.1-001	N	N	N	N	A0	N	N	A0	N	N	0.89	1	0.11	0.89	-2	other
ENST00000420759.1_1_XXBAC-BPG55C20.7-001	N	N	N	N	A1	N	N	N	N	A1	0.89	1	0.11	0.89	-1	other
ENST00000519801.1_1_BAALC-AS1-007	N	N	N	A0	N	N	N	N	N	A1	0.89	1	0.11	0.89	-1.5	other
ENST00000420503.1_1_LINC00339-003	A0	A2	N	N	N	N	N	N	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000453910.5_1_MIR99AHG-009	A1	N	N	N	N	A1	N	N	N	N	0.89	1	0.11	0.89	-1	other
ENST00000634549.1_1_RP11-495P10.1-003	A2	N	N	N	N	N	N	A0	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000395539.2_1_SLC25A5-AS1-003	A1	N	N	N	N	N	A0	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000499008.7_1_BDNF-AS-002	A2	N	A0	N	N	N	N	N	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000428029.6_1_LINC01089-002	A2	N	N	N	N	N	N	N	A0	N	0.89	1	0.11	0.89	-0.5	other
ENST00000575310.1_1_RP11-104H15.7-001	A2	A1	N	N	N	N	N	N	N	N	0.89	1	0.11	0.89	0	other
ENST00000566733.2_1_RP1-140K8.5-001	N	N	N	N	N	A0	N	N	N	A3	0.89	1	0.11	0.89	0	other
ENST00000419746.5_1_TTN-AS1-001	N	A0	N	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000493539.1_1_OR2A1-AS1-014	N	A0	N	N	N	N	N	N	A0	N	0.89	1	0.11	0.89	-2	other
ENST00000626994.1_1_AP000432.1-001	A0	N	N	N	A0	N	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000590346.5_1_WFDC21P-002	N	N	N	N	N	A2	N	N	N	A3	0.89	1	0.11	0.89	1.5	other
ENST00000432673.1_1_RP11-390P2.4-001	A1	N	A1	N	N	N	N	N	N	N	0.89	1	0.11	0.89	-1	other
ENST00000511271.5_1_THAP9-AS1-009	N	N	N	A1	N	N	N	N	A1	N	0.89	1	0.11	0.89	-1	other
ENST00000500970.5_1_USP2-AS1-002	N	N	N	N	A0	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000430295.5_1_SVIL-AS1-001	N	N	A0	N	N	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000626665.2_1_RP11-485F13.1-001	N	A3	N	N	N	N	N	N	N	A1	0.89	1	0.11	0.89	0.5	other
ENST00000451486.5_1_CTA-292E10.6-003	N	A1	N	N	N	N	A0	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000608354.1_1_RP1-102K2.8-001	N	N	N	N	N	N	N	A0	A1	N	0.89	1	0.11	0.89	-1.5	other
ENST00000605260.1_1_PPP1R26-AS1-003	N	N	N	N	A0	A1	N	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000455121.3_1_ST3GAL5-AS1-003	A0	N	N	N	N	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000574377.5_1_ALOX12-AS1-007	A0	N	N	N	N	A2	N	N	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000558097.5_2_RP11-798K3.2-001	N	N	N	N	N	N	N	A0	A0	N	0.89	1	0.11	0.89	-2	other
ENST00000506984.1_1_RP11-598D14.1-001	N	A2	N	N	N	N	N	A0	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000542112.5_1_SNHG1-007	N	N	N	N	N	N	N	N	A3	A1	0.89	1	0.11	0.89	0.5	other
ENST00000453939.1_RP11-327I22.6-001	N	N	N	N	A0	N	N	N	N	A1	0.89	1	0.11	0.89	-1.5	other
ENST00000522718.5_1_LINC01605-003	N	N	N	N	N	N	N	A1	A1	N	0.89	1	0.11	0.89	-1	other
ENST00000553869.6_1_PAX8-AS1-013	N	N	N	N	N	N	A2	A0	N	N	0.89	1	0.11	0.89	-0.5	other
ENST00000633881.1_1_RP11-4L24.4-001	A3	N	N	N	N	N	N	N	N	A0	0.89	1	0.11	0.89	0	other
ENST00000629535.2_1_RP13-349O20.2-001	N	A0	N	N	N	N	N	N	A1	N	0.89	1	0.11	0.89	-1.5	other
ENST00000451894.6_1_AC025171.1-002	N	N	A0	N	N	A1	N	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000457356.8_1_MSC-AS1-003	N	N	N	N	N	A0	N	N	N	A1	0.89	1	0.11	0.89	-1.5	other
ENST00000458489.1_1_RP11-190J1.3-001	N	N	N	N	N	A0	N	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000528549.1_1_TBX5-AS1-005	N	N	A3	A3	N	N	N	N	N	N	0.89	1	0.11	0.89	2	other
ENST00000569782.2_1_RP11-452L6.7-001	A0	N	N	N	N	N	A0	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000425150.1_1_RP11-348F1.3-001	N	N	N	N	A0	N	N	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000623794.3_1_BP-2189O9.3-001	N	N	N	N	N	N	A1	N	N	A1	0.89	1	0.11	0.89	-1	other
ENST00000607997.1_1_CDC37L1-AS1-001	N	N	N	N	N	A0	N	N	N	A0	0.89	1	0.11	0.89	-2	other
ENST00000470091.1_1_LINC00173-001	N	N	N	N	N	N	A0	A0	N	N	0.89	1	0.11	0.89	-2	other
ENST00000491930.2_1_RP11-380O24.1-001	A1	N	N	N	N	N	A0	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000560743.1_1_RP11-265N7.1-001	N	N	A1	A0	N	N	N	N	N	N	0.89	1	0.11	0.89	-1.5	other
ENST00000485162.5_1_MYLK-AS1-003	A0	N	N	N	N	A0	N	N	N	N	0.89	1	0.11	0.89	-2	other
ENST00000608809.1_1_RP1-100J12.1-001	N	N	N	N	A0	N	N	N	N	A0	0.89	1	0.11	0.89	-2	other
